event_id,name,epoch,pred_sigma_min,T0,P,duration_hours,mag_V,depth_mmag,current_oc_min,min_telescope_inches,ra,dec,n_obs_recent,exoclock_priority,recent_activity_flag,events_per_month,network_needed,campaign_flag,ttv_flag,snr_proxy,time_since_last_obs_days,last_obs_jd,Tmid_utc,obs_frac,obs_max_alt,obs_min_alt,obs_mean_airmass,obs_visible,obs_peak_time_jd,ttv_amplitude_min,ttv_signal_strength,ttv_significance_class,instrument_difficulty,instrument_difficulty_norm,aperture_exoclock,required_aperture,aperture_ratio,instrument_flag,instrument_feasible,aperture_consistency,instrument_penalty,science_priority_numeric,science_recency_score,campaign_intensity,campaign_intensity_norm,S1,S2,S3,S4,S5,S6,base_score,final_score,priority_group,obs_frac_pct,final_score_pct,obs_interpretation,ephemeris_interpretation,score_interpretation,science_interpretation,synergy_explanation,score_breakdown,summary_text,flag_labels
HAT-P-23b_2339,HAT-P-23b,2339,0.17878052051055898,2458414.512844,1.212886386,2.19,11.94,17.48,0.15,6.21,306.12384791666665,16.762169444444446,20,low,True,24.73438596251174,False,False,0,23.27,2807.5230080070905,2458414.512844,2026-07-29 22:52:45.130,0.8583333333333333,78.30880543584641,32.011413416256424,1.2639478260333188,1,2461251.5352445603,0.15,0.0075,none,5,0.8333333333333334,6.21,10.815282306698824,0.4506367627791177,OK,True,1.7415913537357206,1.0,2,0.047619047619047616,3.0,0.35294117647058826,5,1,5,4,2.0476190476190474,2,3.3071428571428574,3.3071428571428574,0,0.9752066115702479,0.9793388429752066,excellent visibility,well constrained ephemeris,top priority target,low ExoClock priority; 20 observations in the last year (well monitored),no special coordination required,"{'priority': 'top priority target', 'score': 3.3071428571428574, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 20 observations in the last year (well monitored)', 'coordination': 'no special coordination required', 'network': False, 'campaign': False}",top priority target. well constrained ephemeris. excellent visibility. low ExoClock priority; 20 observations in the last year (well monitored).,—
Qatar-10b_980,Qatar-10b,980,0.3615805304492673,2459638.208236,1.64532658,2.77,12.868,20.57,0.9,6.64,284.44397375,69.57085166666667,43,low,True,18.233462198124823,False,False,0,21.52,1583.8276165458374,2459638.208236,2026-07-29 03:03:34.589,0.9833333333333333,46.840549875394544,29.37413363687334,1.6176640006839087,1,2461250.5441503357,0.9,0.045,none,4,0.6666666666666666,6.64,13.591694405051335,0.5663206002104723,OK,True,2.0469419284715866,1.0,2,0.022727272727272728,3.0,0.35294117647058826,5,1,4,5,2.022727272727273,2,3.3034090909090907,3.3034090909090907,0,0.981404958677686,0.9772727272727273,excellent visibility,well constrained ephemeris,top priority target,low ExoClock priority; 43 observations in the last year (well monitored),no special coordination required,"{'priority': 'top priority target', 'score': 3.3034090909090907, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 43 observations in the last year (well monitored)', 'coordination': 'no special coordination required', 'network': False, 'campaign': False}",top priority target. well constrained ephemeris. excellent visibility. low ExoClock priority; 43 observations in the last year (well monitored).,—
KELT-20b_534,KELT-20b,534,0.20340501113826848,2459396.504891,3.47410057,3.53,7.58,15.61,-0.76,5.0,294.6613966666667,31.219226388888888,4,low,True,8.635328596719352,True,False,0,229.58,1825.530961398501,2459396.504891,2026-07-30 04:10:15.858,0.7083333333333334,64.83471768666209,15.387494026699038,1.8161462190930053,1,2461251.5904613193,0.76,0.038,none,5,0.8333333333333334,5.0,4.0,0.16666666666666666,OK,True,0.8,1.0,2,0.2,4.590598579015806,0.540070421060683,5,1,5,3,2.2,3,3.2800000000000002,3.2800000000000002,0,0.9597107438016529,0.9752066115702479,excellent visibility,well constrained ephemeris,top priority target,low ExoClock priority; 4 observations in the last year (moderately monitored),multi-site coordination required,"{'priority': 'top priority target', 'score': 3.2800000000000002, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 4 observations in the last year (moderately monitored)', 'coordination': 'multi-site coordination required', 'network': True, 'campaign': False}",top priority target. well constrained ephemeris. excellent visibility. low ExoClock priority; 4 observations in the last year (moderately monitored). requires multi-site coordination.,🌍 Network
HATS-70b_1232,HATS-70b,1232,2.203090369036948,2458924.7392,1.8882399,3.67,12.23,6.87,11.77,11.95,109.10453333333334,-31.244405,1,alert,True,15.887811712907878,True,True,1,7.46,2297.2966521913186,2458924.7392,2026-07-29 13:11:56.204,0.0,30.409988456656045,14.373559411624573,2.4071751171820206,0,2461250.995789398,11.77,0.5885,moderate,2,0.3333333333333333,11.95,15.230677806175692,0.6346115752573205,OK,True,1.2745337076297651,1.0,5,0.5,8.5,1.0,3,4,2,1,5.0,5,3.25,3.25,0,0.41838842975206614,0.9721074380165289,limited visibility,well constrained ephemeris,top priority target,ExoClock alert target; 1 observations in the last year,multi-site coordination required; active campaign target; partial visibility,"{'priority': 'top priority target', 'score': 3.25, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'ExoClock alert target; 1 observations in the last year', 'coordination': 'multi-site coordination required; active campaign target; partial visibility', 'network': True, 'campaign': True}",top priority target. well constrained ephemeris. limited visibility. TTV signal moderate. ExoClock alert target; 1 observations in the last year. part of an active campaign. requires multi-site coordination.,"📡 Campaign, 🌍 Network"
TOI-5803b_269,TOI-5803b,269,80.18558882737103,2459802.7103,5.38305,1.41,10.66,2.04,-23.32,27.34,327.24856041666663,6.278339166666667,3,alert,True,5.5730487363112,False,True,1,6.36,1419.3255529114977,2459802.7103,2026-07-29 05:59:55.617,0.25,59.31112347077207,9.719432745913135,2.1606518841165783,1,2461250.6666159374,23.32,1.0,strong,3,0.5,27.34,21.882956228465105,0.9117898428527127,OK,True,0.8004007398853367,1.0,5,0.25,5.17191462089336,0.608460543634513,1,5,3,2,5.0,5,3.25,3.25,0,0.8925619834710744,0.9721074380165289,excellent visibility,high ephemeris uncertainty,top priority target,ExoClock alert target; 3 observations in the last year (moderately monitored),active campaign target; partial visibility,"{'priority': 'top priority target', 'score': 3.25, 'visibility': 'excellent visibility', 'ephemeris': 'high ephemeris uncertainty', 'science': 'ExoClock alert target; 3 observations in the last year (moderately monitored)', 'coordination': 'active campaign target; partial visibility', 'network': False, 'campaign': True}",top priority target. high ephemeris uncertainty. excellent visibility. TTV signal strong. ExoClock alert target; 3 observations in the last year (moderately monitored). part of an active campaign.,📡 Campaign
MASCARA-4b_596,MASCARA-4b,596,0.4997664721950534,2459567.669406,2.82406781,3.88,8.19,8.11,0.3,5.0,147.58000208333334,-66.11385888888888,2,high,True,10.622974382474196,True,False,0,103.06,1654.366446500644,2459567.669406,2026-07-29 07:30:44.930,0.0,-19.99903584924547,-43.09486862039042,,0,2461250.8949644677,0.3,0.015,none,4,0.6666666666666666,5.0,4.0,0.16666666666666666,OK,True,0.8,1.0,4,0.3333333333333333,6.5,0.7647058823529411,5,1,4,1,4.333333333333333,4,3.2499999999999996,3.2499999999999996,0,0.41838842975206614,0.96900826446281,limited visibility,well constrained ephemeris,top priority target,high ExoClock priority; 2 observations in the last year,multi-site coordination required; partial visibility,"{'priority': 'top priority target', 'score': 3.2499999999999996, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'high ExoClock priority; 2 observations in the last year', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",top priority target. well constrained ephemeris. limited visibility. high ExoClock priority; 2 observations in the last year. requires multi-site coordination.,🌍 Network
WASP-180Ab_759,WASP-180Ab,759,0.3142412096473669,2458663.360848,3.40926453,3.2,10.68,15.78,-1.01,5.0,123.39230666666667,-1.9827736111111112,3,high,True,8.799551849383773,True,False,0,52.19,2558.675005241763,2458663.360848,2026-07-29 11:48:13.726,0.0,59.637906954086034,36.37375068081109,1.2817001946945419,0,2461251.0362699768,1.01,0.0505,none,4,0.6666666666666666,5.0,5.271110773482819,0.21962961556178415,OK,True,1.0542221546965638,1.0,4,0.25,6.139865554815132,0.7223371240958979,5,1,4,1,4.25,4,3.2374999999999994,3.2374999999999994,0,0.41838842975206614,0.9669421487603306,limited visibility,well constrained ephemeris,top priority target,high ExoClock priority; 3 observations in the last year (moderately monitored),multi-site coordination required; partial visibility,"{'priority': 'top priority target', 'score': 3.2374999999999994, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'high ExoClock priority; 3 observations in the last year (moderately monitored)', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",top priority target. well constrained ephemeris. limited visibility. high ExoClock priority; 3 observations in the last year (moderately monitored). requires multi-site coordination.,🌍 Network
WASP-76b_1071,WASP-76b,1071,0.4095881779418712,2459313.154379,1.80988044,3.79,9.52,15.65,-0.03,5.0,26.63274,2.7005647222222224,7,low,True,16.575680546058614,True,False,0,127.24,1908.8814740842208,2459313.154379,2026-07-30 00:51:09.749,0.25833333333333336,33.19421561171411,-18.746346275990987,2063.8100788245106,1,2461251.617473947,0.03,0.0015,none,5,0.8333333333333334,5.0,4.0,0.16666666666666666,OK,True,0.8,1.0,2,0.125,6.5,0.7647058823529411,5,1,5,2,2.125,4,3.21875,3.21875,0,0.8946280991735537,0.9648760330578512,excellent visibility,well constrained ephemeris,top priority target,low ExoClock priority; 7 observations in the last year (well monitored),multi-site coordination required; partial visibility,"{'priority': 'top priority target', 'score': 3.21875, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 7 observations in the last year (well monitored)', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",top priority target. well constrained ephemeris. excellent visibility. low ExoClock priority; 7 observations in the last year (well monitored). requires multi-site coordination.,🌍 Network
WASP-126b_647,WASP-126b,647,0.24337304698756218,2459123.407077,3.28878721,3.44,11.203,7.97,-1.41,6.52,63.37393958333333,-69.2268225,0,high,False,9.121903633284926,True,False,0,26.51,2098.628776160069,2459123.407077,2026-07-29 18:02:18.338,0.0,-32.688628244956575,-48.5208842803609,,0,2461251.168267801,1.41,0.0705,none,3,0.5,6.52,9.10169440503767,0.37923726687656956,OK,True,1.395965399545655,1.0,4,1.0,6.236571089985478,0.7337142458806445,5,1,3,1,5.0,4,3.1999999999999997,3.1999999999999997,0,0.41838842975206614,0.9617768595041323,limited visibility,well constrained ephemeris,top priority target,high ExoClock priority; no observations in the last year,multi-site coordination required; partial visibility,"{'priority': 'top priority target', 'score': 3.1999999999999997, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'high ExoClock priority; no observations in the last year', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",top priority target. well constrained ephemeris. limited visibility. high ExoClock priority; no observations in the last year. requires multi-site coordination.,🌍 Network
WASP-127b_628,WASP-127b,628,0.3511568351642077,2458627.503255,4.17806464,4.32,10.172,13.35,-0.79,5.0,160.55868124999998,-3.8350719444444445,0,medium,False,7.180358032948002,True,False,0,85.7,2594.5325981630012,2458627.503255,2026-07-29 19:50:56.963,0.0,41.43311864703614,-8.397191017477097,6.956402269249154,0,2461251.2437148495,0.79,0.0395,none,4,0.6666666666666666,5.0,4.0,0.16666666666666666,OK,True,0.8,1.0,3,1.0,5.654107409884401,0.6651891070452236,5,1,4,1,4.0,4,3.1999999999999997,3.1999999999999997,0,0.41838842975206614,0.9617768595041323,limited visibility,well constrained ephemeris,top priority target,medium ExoClock priority; no observations in the last year,multi-site coordination required; partial visibility,"{'priority': 'top priority target', 'score': 3.1999999999999997, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'medium ExoClock priority; no observations in the last year', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",top priority target. well constrained ephemeris. limited visibility. medium ExoClock priority; no observations in the last year. requires multi-site coordination.,🌍 Network
WASP-121b_2056,WASP-121b,2056,0.11017874287610945,2458629.690691,1.274924794,2.94,10.51,20.3,1.13,5.0,107.60025250000001,-39.09738055555556,1,medium,True,23.53079973123497,False,False,0,84.89,2592.345162154641,2458629.690691,2026-07-29 10:26:47.046,0.0,22.56128072411862,7.706296836262658,3.503027964802757,0,2461250.9922111807,1.13,0.056499999999999995,none,5,0.8333333333333334,5.0,4.483415072739759,0.18680896136415662,OK,True,0.8966830145479519,1.0,3,0.5,4.5,0.5294117647058824,5,1,5,1,3.5,3,3.175,3.175,0,0.41838842975206614,0.9586776859504132,limited visibility,well constrained ephemeris,top priority target,medium ExoClock priority; 1 observations in the last year,partial visibility,"{'priority': 'top priority target', 'score': 3.175, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'medium ExoClock priority; 1 observations in the last year', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",top priority target. well constrained ephemeris. limited visibility. medium ExoClock priority; 1 observations in the last year.,—
WASP-11b_1041,WASP-11b,1041,0.28270754258461767,2457376.590254,3.72247915,2.58,11.57,23.79,0.74,5.0,47.368927916666664,30.673574444444444,8,low,True,8.059145207032255,False,False,0,55.48,3845.4455989589915,2457376.590254,2026-07-30 04:33:57.463,0.6083333333333333,73.84778552360882,23.544244453670604,1.470513358102166,1,2461251.7721928586,0.74,0.037,none,5,0.8333333333333334,5.0,7.203168227553248,0.30013200948138535,OK,True,1.4406336455106497,1.0,2,0.1111111111111111,2.417743562109677,0.2844404190717267,5,1,5,3,2.111111111111111,2,3.166666666666667,3.166666666666667,0,0.9493801652892562,0.9566115702479339,excellent visibility,well constrained ephemeris,top priority target,low ExoClock priority; 8 observations in the last year (well monitored),no special coordination required,"{'priority': 'top priority target', 'score': 3.166666666666667, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 8 observations in the last year (well monitored)', 'coordination': 'no special coordination required', 'network': False, 'campaign': False}",top priority target. well constrained ephemeris. excellent visibility. low ExoClock priority; 8 observations in the last year (well monitored).,—
KELT-1b_2636,KELT-1b,2636,0.2658586311326831,2458042.3426,1.217493965,2.71,10.63,7.71,-0.52,6.37,0.36215375,39.383828333333334,14,low,True,24.640779225546304,False,False,0,28.47,3179.6932523627765,2458042.3426,2026-07-30 03:44:28.983,0.8166666666666667,78.76716891663783,52.696704693614315,1.076720005347155,1,2461251.692002118,0.52,0.026000000000000002,none,4,0.6666666666666666,6.37,8.007902877451533,0.3336626198938139,OK,True,1.257127610274966,1.0,2,0.06666666666666667,3.0,0.35294117647058826,5,1,4,4,2.066666666666667,2,3.16,3.16,0,0.9679752066115702,0.9545454545454546,excellent visibility,well constrained ephemeris,top priority target,low ExoClock priority; 14 observations in the last year (well monitored),no special coordination required,"{'priority': 'top priority target', 'score': 3.16, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 14 observations in the last year (well monitored)', 'coordination': 'no special coordination required', 'network': False, 'campaign': False}",top priority target. well constrained ephemeris. excellent visibility. low ExoClock priority; 14 observations in the last year (well monitored).,—
WASP-33b_2240,WASP-33b,2240,0.4080893944419303,2458518.16266,1.21987081,2.87,8.14,14.52,-0.69,5.0,36.712742500000004,37.550482499999994,15,low,True,24.592768147308977,False,False,0,170.06,2703.8731930051,2458518.16266,2026-07-29 04:08:21.725,0.7083333333333334,74.26808817817162,28.207784307289398,1.371130448881433,1,2461250.7544181133,0.69,0.034499999999999996,none,6,1.0,5.0,4.0,0.16666666666666666,OK,True,0.8,1.0,2,0.0625,3.0,0.35294117647058826,5,1,5,3,2.0625,2,3.1593750000000007,3.1593750000000007,0,0.9597107438016529,0.9524793388429752,excellent visibility,well constrained ephemeris,top priority target,low ExoClock priority; 15 observations in the last year (well monitored),no special coordination required,"{'priority': 'top priority target', 'score': 3.1593750000000007, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 15 observations in the last year (well monitored)', 'coordination': 'no special coordination required', 'network': False, 'campaign': False}",top priority target. well constrained ephemeris. excellent visibility. low ExoClock priority; 15 observations in the last year (well monitored).,—
